Facility_ID,Overall Rating,Recommendation Score,Nurse Communication,Doctor Communication,Staff Responsiveness,Medicine Communication,Discharge Information,Care Transition,Cleanliness,Quietness
280133,91,92,93,95,88,86,94,87,92,89
280134,92,92,92,91,89,81,89,83,87,87
280139,89,90,92,91,84,77,85,82,83,86
281322,92,92,95,94,91,84,86,82,95,87
281329,91,92,94,96,87,80,85,84,92,87
281334,95,95,96,98,88,85,89,83,92,88
281336,92,93,93,94,86,81,90,83,89,88
281341,90,91,91,97,89,85,90,81,87,90
281352,96,94,97,97,93,91,92,88,97,93
281357,91,89,94,93,91,75,90,81,90,86
281362,94,95,96,96,92,83,94,85,91,93
281364,92,90,95,92,93,82,90,82,91,89
290001,87,88,90,89,81,75,85,79,82,78
290003,75,71,82,79,73,63,76,71,78,73
290005,83,79,85,87,76,68,79,75,84,77
290007,82,80,86,85,79,68,80,76,82,73
290008,80,74,89,86,86,76,82,76,89,86
290009,87,87,89,89,75,71,86,80,87,77
290019,89,89,92,89,82,76,88,81,90,79
29001F,90,90,93,94,86,84,90,87,82,84
290021,83,78,88,85,79,73,82,75,80,77
29002F,90,90,91,91,85,81,84,83,91,79
290032,89,90,92,91,83,75,88,82,88,81
290039,84,82,88,84,79,69,79,76,85,77
290041,88,87,90,88,80,75,86,78,89,83
290045,86,85,89,87,82,72,83,78,83,77
290046,84,82,87,85,79,70,82,76,82,73
290047,87,88,89,88,81,71,83,80,88,77
290049,89,90,90,90,83,75,86,81,83,75
29004F,92,92,92,91,89,81,86,84,90,83
290053,90,90,91,90,84,76,84,80,88,82
290054,82,80,85,82,75,66,79,73,81,80
290057,80,78,85,82,76,70,81,75,83,74
290061,90,91,90,89,80,75,83,81,87,84
291306,90,89,91,91,85,78,91,82,90,77
291307,85,84,92,91,84,76,91,81,88,86
291311,84,82,91,82,83,76,81,76,85,84
291313,92,90,94,96,92,85,91,84,93,83
300001,87,88,91,91,81,79,89,82,82,77
300003,90,92,92,92,85,78,89,82,87,75
300005,87,85,92,90,82,75,90,81,80,80
300011,87,88,91,90,81,76,87,79,88,82
300012,87,88,90,91,78,76,87,82,82,71
300014,86,84,92,89,83,76,88,81,91,81
300017,86,84,93,89,85,78,88,80,88,79
300018,90,93,93,92,85,78,90,83,85,78
300019,83,86,90,90,75,77,88,80,82,71
300020,88,88,92,92,82,77,87,82,86,80
300023,89,89,94,93,83,78,89,83,86,75
300029,84,83,89,89,76,74,84,80,90,76
300034,90,90,93,92,85,78,89,82,88,77
301301,87,88,93,91,88,74,84,80,92,76
301302,91,92,94,94,91,82,89,83,95,86
301304,90,90,93,92,91,83,89,84,91,85
301305,95,98,95,94,91,83,92,87,91,83
301307,91,89,94,93,90,80,90,82,91,81
301309,88,88,93,92,87,79,90,82,89,83
301310,88,87,96,91,91,80,89,84,96,84
301311,89,89,95,90,91,80,87,81,93,86
301312,92,90,96,95,87,79,91,86,89,90
310001,87,88,89,90,79,73,84,80,85,78
310002,83,82,87,89,73,71,79,77,81,79
310003,84,83,90,88,78,70,85,80,88,77
310005,86,83,91,89,82,75,84,80,81,77
310006,85,84,88,89,81,69,78,74,88,82
310008,90,91,92,92,85,79,87,82,91,76
310009,80,78,85,86,74,69,80,75,84,73
310010,88,89,91,91,81,76,85,81,90,84
310011,83,80,91,88,82,75,79,78,85,76
310012,88,88,90,91,79,73,85,81,90,78
310014,85,85,90,89,79,74,83,79,83,75
310015,90,92,92,90,80,75,88,82,87,78
310016,77,73,83,84,73,64,81,74,80,73
310017,88,88,92,91,82,77,87,81,85,81
310019,82,80,87,87,75,68,81,77,85,73
31001F,87,83,90,91,77,75,83,81,84,85
310022,89,88,91,91,82,74,81,81,82,80
310024,85,83,88,88,78,78,82,78,86,77
310025,78,75,85,88,76,64,80,74,79,77
310027,82,78,85,87,74,68,81,76,85,75
310028,85,83,90,87,81,72,86,78,88,77
310029,84,84,90,90,76,71,80,79,79,73
310031,91,93,93,93,87,77,88,84,82,78
310032,86,81,91,89,82,75,88,79,84,80
310034,89,88,93,91,83,78,86,81,88,78
310038,84,84,88,89,78,71,85,78,87,72
310039,84,84,89,88,78,74,83,78,85,75
310040,85,84,90,86,82,69,87,80,88,77
310041,81,78,89,87,77,72,83,76,80,70
310044,87,88,89,89,77,72,85,79,87,78
310045,89,90,90,90,81,73,82,81,86,80
310047,87,87,91,90,83,76,87,78,85,80
310048,86,85,91,89,81,77,85,79,89,76
310050,86,84,89,88,79,69,85,77,87,79
310051,86,86,89,89,79,73,85,79,87,75
310052,87,87,91,88,82,72,84,79,86,76
310054,83,81,86,87,79,67,82,75,89,76
310057,80,76,88,89,73,68,80,77,81,71
310060,90,88,93,92,84,77,86,82,91,81
310061,80,76,88,90,73,70,77,78,77,73
310064,86,84,90,88,81,73,86,79,83,72
310069,89,88,92,89,83,76,89,81,89,86
310070,88,87,90,88,81,73,83,79,86,72
310073,85,86,90,89,80,72,82,78,84,73
310074,86,86,90,88,78,72,83,78,86,76
310075,87,87,90,89,81,77,85,80,87,77
310076,85,85,89,89,76,75,83,79,84,78
310083,77,72,82,84,62,63,71,72,83,81
310084,84,83,88,87,80,70,85,79,87,80
310086,86,85,91,90,80,75,84,79,84,80
310092,83,81,89,88,78,71,82,77,82,75
310096,89,89,89,91,85,71,80,78,86,82
310108,81,79,87,87,73,70,82,77,84,70
310110,86,83,91,90,81,75,83,79,83,80
310111,85,83,90,88,82,74,82,79,87,74
310112,86,85,90,87,80,73,83,79,85,75
310113,85,83,91,88,81,74,84,79,84,72
310115,82,80,89,87,77,70,86,76,85,70
310118,82,79,85,86,77,67,75,74,84,83
310119,81,79,85,88,71,67,79,76,77,76
310130,84,83,89,88,80,72,81,78,82,83
320001,81,80,86,89,76,72,85,78,76,71
320002,87,85,89,89,81,72,83,77,83,77
320004,87,85,91,89,84,72,86,78,90,80
320005,85,82,87,85,81,70,83,77,85,79
320006,81,81,86,84,77,71,81,74,87,81
320009,85,85,89,89,83,70,81,78,82,79
320011,88,89,91,92,87,78,82,80,92,86
320017,85,85,88,88,83,69,79,75,79,79
320018,83,83,88,87,79,71,84,76,84,77
320021,88,88,90,89,84,73,84,79,84,82
320022,84,79,88,87,80,73,86,78,87,81
320033,89,88,95,93,90,78,84,82,87,89
320059,89,83,89,90,83,81,81,78,90,85
32005F,91,90,92,92,87,82,85,83,89,82
320061,84,79,86,90,72,82,80,75,81,78
320063,80,76,89,87,81,72,85,77,75,83
320074,86,85,88,88,81,71,83,78,83,80
320085,83,81,88,87,84,71,79,75,82,82
320086,90,92,92,91,86,78,83,79,89,90
320090,89,89,91,91,84,76,79,80,89,85
320091,92,92,91,91,85,76,86,81,93,87
321305,93,94,95,95,93,82,91,86,92,89
321306,92,89,93,90,89,75,77,84,90,86
321309,82,78,85,87,83,68,86,78,87,79
321310,88,88,93,92,89,81,86,82,87,84
321311,89,87,93,93,90,75,92,82,88,85
330005,86,87,89,88,81,72,87,80,78,73
330006,80,78,87,90,71,67,84,79,92,76
330008,88,86,93,92,89,77,87,81,93,81
330009,80,77,84,87,70,67,78,75,83,73
330011,84,85,88,85,80,72,86,79,86,78
330013,79,78,86,85,74,67,80,75,75,68
330014,81,78,86,86,74,67,76,76,83,75
330019,77,73,83,81,73,62,67,72,84,73
330023,87,87,90,89,79,74,86,80,85,85
330024,87,87,89,91,79,73,85,81,83,72
330027,81,78,83,87,72,64,73,71,81,72
330028,81,77,88,87,78,73,81,75,86,74
330030,86,85,92,92,82,78,84,80,82,73
330033,87,86,92,89,89,75,88,81,84,83
330043,85,86,89,90,78,71,85,79,84,75
330044,81,80,90,88,78,71,82,76,79,79
330045,88,90,92,90,80,76,86,81,89,76
330046,81,79,86,88,71,69,83,77,84,71
330047,84,82,88,85,78,73,83,76,82,69
330049,91,93,92,90,82,77,90,82,89,82
330055,85,85,87,88,77,72,86,77,86,74
330056,81,78,86,90,73,72,82,76,86,75
330057,87,87,91,89,79,71,85,80,82,74
330058,81,78,87,87,77,71,84,77,75,80
330059,84,83,88,89,77,72,80,78,83,76
330065,82,80,88,90,77,68,83,77,76,76
330073,87,85,92,90,83,74,88,79,81,76
330074,89,90,92,92,84,75,87,82,83,77
330078,87,88,91,90,81,73,87,80,79,77
330079,92,93,94,94,90,84,92,85,91,84
330080,80,77,83,86,70,66,75,75,83,71
330085,84,81,89,90,78,71,87,78,92,78
330086,81,79,85,88,80,64,74,74,86,84
330090,84,82,90,90,82,70,83,79,82,78
330094,83,81,89,86,82,67,87,77,85,77
330096,88,87,92,92,84,75,90,80,87,84
33009F,90,88,92,90,87,80,89,83,89,79
330101,88,89,90,91,79,75,85,81,85,76
330102,89,89,92,91,86,77,89,81,88,77
330103,77,73,88,86,72,69,85,76,81,72
330104,80,78,87,87,77,66,80,76,83,70
330106,87,88,90,90,78,71,85,81,85,76
330107,87,87,90,89,85,74,87,81,89,78
330111,82,79,93,89,84,73,83,77,84,82
330115,91,90,94,94,89,80,91,83,88,85
330119,86,86,89,91,79,73,84,78,85,74
330125,82,81,87,89,75,69,86,78,74,70
330126,85,84,91,88,82,75,84,79,84,77
330127,80,79,83,87,69,67,75,74,83,74
330128,81,79,84,87,76,68,80,77,84,71
33012F,90,88,92,90,86,77,86,83,83,80
330135,87,83,93,83,88,80,83,77,91,78
330136,85,83,89,89,77,73,87,78,84,73
330140,88,87,91,89,83,71,85,79,82,79
330141,73,70,84,83,69,64,76,72,78,66
330151,88,87,90,92,81,74,88,80,87,86
330153,83,82,88,89,77,72,84,78,86,75
330157,85,80,91,90,84,75,87,79,87,78
330158,82,80,87,85,79,67,80,76,87,74
33015F,93,94,97,95,90,90,88,87,95,91
330160,82,82,88,88,78,72,83,79,83,73
330162,89,91,93,92,85,79,88,82,86,78
330164,85,86,89,90,77,74,84,80,79,75
330169,79,78,83,86,68,66,77,74,83,71
33016F,89,87,89,92,78,76,82,82,87,82
330175,81,78,87,86,80,70,84,77,86,71
33017F,88,86,91,93,82,79,82,81,84,86
330180,85,83,90,88,81,71,83,79,78,81
330181,89,89,92,91,84,78,89,82,90,81
330182,93,94,94,92,85,79,90,84,90,77
330184,75,71,81,85,71,62,80,72,76,73
330185,92,91,93,91,87,78,90,84,93,82
330188,89,87,92,92,86,72,87,81,89,83
330191,86,84,92,91,83,78,85,79,82,73
330193,85,82,88,86,78,69,81,78,86,76
330194,83,82,86,88,74,69,82,73,78,72
330195,87,87,90,90,84,74,82,80,88,81
330196,85,82,88,88,80,74,80,79,87,79
330197,86,86,89,89,84,79,88,81,85,76
330198,83,82,87,88,73,68,76,76,81,74
330199,84,83,87,88,75,68,81,76,86,75
33019F,88,85,92,92,84,78,85,82,85,84
330202,82,83,82,87,71,68,76,75,85,72
330203,85,86,90,89,78,71,85,77,80,72
330204,83,82,85,88,71,69,79,77,80,65
330205,90,91,94,92,88,78,87,84,89,82
330208,84,84,88,88,79,72,83,79,88,74
330211,83,83,89,90,84,74,86,79,86,82
330214,89,89,92,91,81,77,86,81,87,77
330215,85,85,89,88,79,72,85,79,82,79
330218,87,84,90,93,84,72,88,79,89,80
330219,85,85,89,87,79,73,87,78,83,75
330221,83,80,85,87,72,68,81,73,85,76
330222,90,89,93,92,87,79,87,82,90,77
330224,76,71,85,83,67,65,74,72,78,73
330226,82,82,88,88,78,70,83,78,76,72
330229,83,81,91,90,83,74,90,79,90,80
330231,86,87,88,91,81,72,79,78,91,79
330233,76,72,83,87,65,65,74,73,83,76
330234,80,78,86,87,71,68,81,76,79,65
330235,82,79,89,89,80,70,89,79,83,72
330238,84,84,90,86,81,74,87,79,88,75
330239,87,84,92,90,84,76,90,80,83,78
330240,80,77,85,87,66,65,74,74,86,73
330241,87,87,91,89,83,76,89,80,84,77
330246,88,89,91,90,80,77,86,82,88,79
33024F,91,91,92,91,87,77,87,83,89,82
330250,84,83,90,90,82,75,83,81,85,78
330259,86,85,88,89,77,73,83,79,86,80
330261,85,85,89,90,78,71,88,79,83,71
330264,83,82,91,89,80,73,86,77,86,75
330265,90,90,93,94,89,81,91,83,82,79
330267,88,87,91,91,82,76,88,81,88,79
330270,94,96,94,94,87,80,91,85,91,80
330273,87,85,91,91,81,76,87,79,85,78
330276,86,82,91,87,86,76,85,78,87,80
330277,87,86,91,90,83,72,88,81,77,81
330279,86,85,90,89,85,73,87,79,81,72
330285,86,88,90,91,81,75,87,80,76,71
330286,83,82,89,87,78,72,82,78,86,71
330304,90,91,92,91,80,78,87,82,91,75
330307,87,87,92,91,86,75,89,82,85,79
330331,86,85,90,89,83,74,85,81,88,74
330332,86,84,91,91,80,76,87,80,85,74
330350,83,82,85,91,76,72,79,77,85,81
330386,82,80,88,89,78,72,82,78,87,75
330393,86,86,91,89,82,74,87,80,84,75
330394,83,83,90,88,82,70,86,79,83,67
330395,79,74,81,86,70,65,77,74,82,69
330396,82,80,85,90,71,72,83,76,87,78
330399,78,76,81,86,69,65,76,73,82,75
330401,86,84,91,89,81,75,84,80,89,75
331302,92,91,97,96,95,82,82,83,91,87
331311,88,88,93,92,85,81,81,82,89,83
331316,93,93,94,92,89,80,92,84,92,86
331320,91,89,94,94,88,81,92,85,93,84
331321,86,80,90,90,85,72,84,78,89,84
340001,88,88,90,91,80,75,88,81,82,83
340002,77,74,86,87,70,68,80,75,69,78
340003,91,89,93,93,87,80,90,83,91,83
340004,85,84,90,90,78,72,81,79,78,77
340008,87,85,91,91,82,76,80,77,86,82
340010,84,80,90,90,80,77,87,79,86,81
340013,84,81,90,89,82,77,86,80,88,84
340014,88,89,90,92,77,73,85,81,82,82
340015,84,83,91,92,82,71,84,79,83,82
340016,85,83,92,92,82,76,87,79,85,80
340017,91,92,94,93,84,78,87,83,92,83
340020,79,73,87,87,75,70,84,76,84,77
340021,87,85,90,89,81,73,87,79,80,81
340023,92,94,94,93,85,77,87,84,92,87
340024,82,78,91,93,83,78,87,79,77,85
340027,85,81,91,90,80,74,86,78,79,79
340028,83,80,89,90,79,75,83,78,81,82
340030,92,93,93,93,84,79,90,85,84,84
340032,86,84,90,91,83,73,88,80,81,74
340039,90,89,92,90,82,74,90,81,85,85
340040,88,87,91,91,81,75,86,81,81,81
340041,84,82,89,89,82,74,87,77,86,82
340042,83,80,91,89,84,75,86,78,83,79
340047,89,90,91,90,82,75,85,81,83,83
340049,93,94,95,95,91,80,92,87,88,90
340050,84,80,90,90,81,78,81,78,78,85
340051,91,91,93,94,85,80,89,83,87,86
340053,89,90,91,93,81,75,87,83,80,84
340060,86,86,91,92,82,77,87,83,84,82
340061,89,91,91,92,81,76,88,83,86,85
340064,87,84,92,90,83,76,86,81,86,83
340068,85,83,92,90,79,74,84,80,77,77
340069,90,90,92,92,85,78,88,81,84,82
340070,86,82,90,92,81,72,86,79,84,79
340071,87,84,92,92,85,77,85,80,86,88
340073,91,91,92,93,84,78,90,84,88,87
340075,85,84,90,91,79,73,86,80,83,78
340085,89,87,92,92,82,75,88,82,88,83
340087,89,88,92,93,82,76,84,83,87,88
340090,89,87,92,91,85,78,89,82,88,86
340091,89,90,92,92,81,75,87,81,86,83
340096,88,86,91,92,82,74,86,81,83,80
340097,90,89,93,92,83,74,90,82,92,85
340098,89,89,90,90,79,71,82,81,87,82
340099,83,78,90,92,80,75,83,76,88,74
340107,88,86,90,91,84,76,83,81,87,83
340109,88,87,92,91,81,79,90,82,90,84
340113,88,88,90,90,79,74,87,81,83,79
340114,91,91,92,92,85,77,87,83,87,83
340115,91,92,92,93,86,77,87,83,85,84
340116,83,81,88,89,78,70,82,77,81,79
340119,89,86,92,91,87,78,89,81,92,84
34011F,88,87,92,92,89,81,91,84,88,80
340120,92,90,95,97,90,83,90,85,89,89
340123,87,84,93,92,85,74,87,81,82,84
340126,81,74,87,89,76,69,82,77,72,83
340127,85,83,87,88,76,73,85,80,83,82
340129,82,79,89,88,79,70,85,77,73,80
34012F,89,87,92,93,82,79,86,85,86,78
340130,90,90,92,92,83,78,84,82,86,84
340131,90,90,92,91,87,78,87,82,84,84
340132,80,75,87,89,75,68,79,74,83,79
34013F,92,90,94,93,88,84,90,86,89,90
340141,83,83,90,90,77,74,85,81,76,82
340142,91,90,93,92,85,78,91,83,89,84
340143,89,90,93,91,85,76,87,81,86,84
340145,92,92,94,94,85,79,88,84,91,88
340147,87,84,92,90,84,77,87,81,87,81
340148,94,95,96,95,92,87,87,87,91,92
34014F,89,87,92,92,87,82,92,84,91,87
340151,83,78,88,91,78,72,81,76,80,80
340155,87,89,92,93,82,76,87,83,83,81
340158,89,89,92,92,81,77,88,83,88,87
340166,83,80,88,87,75,73,83,77,80,81
340171,88,88,92,92,78,73,87,83,83,82
340173,90,91,93,92,87,79,88,82,82,82
34017F,92,91,94,95,89,82,87,85,91,88
340183,88,88,91,92,78,73,87,83,84,83
340184,84,85,91,90,83,77,85,79,74,75
340187,95,97,95,94,90,85,89,86,91,94
340188,93,92,94,90,90,82,87,83,93,94
340190,93,93,93,93,86,79,90,84,91,92
34036F,96,95,97,97,93,88,92,89,91,85
341311,92,93,95,95,89,85,93,85,89,87
341318,87,87,91,92,85,77,88,81,90,78
341319,86,84,92,91,81,73,80,78,83,82
341322,94,94,96,96,91,82,89,85,89,84
341324,89,89,94,91,90,81,89,85,81,83
341326,90,89,94,92,84,78,85,81,87,85
341327,92,90,95,92,90,80,89,84,89,88
341328,87,85,90,90,85,74,83,81,89,82
341329,90,88,92,91,83,79,86,83,85,86
350002,84,85,90,89,81,74,85,79,78,81
350006,84,82,89,90,80,72,80,78,84,82
350011,87,87,89,89,82,73,86,79,80,85
350015,87,88,90,90,81,76,85,81,77,79
350019,84,83,90,90,77,72,83,79,83,77
35002F,93,94,95,94,93,88,91,88,94,91
350070,89,91,91,91,83,74,85,80,83,84
351334,83,80,90,89,85,79,83,79,83,85
351335,92,92,95,94,89,83,92,84,86,91
351336,86,83,93,91,88,75,87,81,77,88
360001,86,85,90,89,83,74,86,80,79,84
360002,89,85,93,88,89,79,89,82,91,85
360003,86,86,90,90,77,73,87,80,80,80
360006,89,89,91,91,81,74,88,82,88,81
360008,90,89,94,91,88,83,91,83,89,87
360009,87,88,92,90,84,76,91,81,88,80
360010,84,81,89,88,83,70,86,78,90,73
360011,86,84,92,91,83,75,84,80,90,84
360012,89,87,91,91,84,75,86,82,82,79
360013,87,86,92,91,84,76,90,82,89,85
360014,87,84,92,90,86,79,89,81,89,82
360016,88,87,92,91,84,77,86,81,85,84
360017,85,85,90,90,78,73,84,79,85,80
36001F,90,88,92,92,82,82,89,84,82,82
360020,88,88,91,90,81,74,87,80,83,80
360025,89,87,92,91,87,75,89,80,91,84
360027,84,84,90,89,80,71,85,79,78,72
360029,90,89,94,91,87,82,90,82,94,88
360032,89,88,94,93,90,78,91,84,91,87
360035,86,84,89,90,77,68,86,80,78,80
360036,90,90,93,91,83,77,87,81,89,80
360039,89,87,92,91,86,79,91,82,87,83
36003F,90,89,94,93,85,83,88,84,87,84
360040,87,86,92,88,84,74,89,81,87,79
360041,89,87,92,91,86,77,89,81,90,80
360044,85,81,90,88,86,78,86,80,87,86
360046,92,91,95,92,89,80,89,84,94,85
360048,87,84,91,90,81,75,87,79,82,83
360051,82,81,86,89,72,70,86,78,76,80
360054,88,87,93,92,88,80,88,83,89,85
360055,78,72,88,87,73,69,83,75,78,69
360056,86,84,90,90,81,74,85,80,81,82
360058,91,91,94,92,89,79,89,82,90,90
360059,88,86,90,90,82,75,83,79,85,83
360064,81,78,89,87,77,72,82,77,80,72
360065,87,86,91,92,83,74,90,79,92,81
360066,88,88,92,90,82,78,89,82,83,81
360068,89,89,91,89,84,76,87,80,87,81
36006F,95,94,97,96,95,90,93,88,89,91
360070,83,83,90,88,80,70,82,77,87,73
360071,89,88,93,92,87,77,84,80,89,87
360072,90,90,94,92,86,79,89,82,89,81
360075,89,88,93,91,87,76,88,81,87,79
360076,86,84,91,90,77,71,90,81,85,84
360077,88,89,92,90,86,75,87,82,91,79
360078,87,85,91,91,82,74,87,80,91,79
360079,90,91,92,91,82,75,88,82,86,84
36007F,92,90,93,92,83,83,87,85,87,88
360080,83,82,89,88,85,72,87,75,85,79
360082,84,83,90,89,81,71,80,79,88,77
360084,87,87,90,89,83,72,84,78,84,76
360085,88,88,91,91,81,75,88,82,83,80
360086,83,79,88,88,76,68,83,76,85,77
360087,84,84,90,89,78,72,86,80,84,78
360089,91,89,94,94,90,81,92,84,85,84
360091,87,86,93,91,83,75,87,81,89,73
360092,92,92,94,94,89,80,90,84,87,90
360095,90,89,93,92,85,79,91,83,89,84
360096,87,85,92,90,86,78,86,81,85,86
360098,85,82,90,88,83,72,85,78,87,79
360107,92,89,92,94,88,79,86,81,91,87
360109,90,87,91,91,91,75,86,82,90,81
360112,87,86,91,89,83,73,86,79,84,81
360118,89,86,92,90,86,76,84,80,92,80
360121,92,90,95,93,93,81,94,85,91,85
360123,87,87,91,91,86,76,86,81,85,80
360125,85,83,92,89,85,74,86,80,90,73
360131,90,89,92,90,85,77,92,82,92,80
360132,87,86,92,89,84,76,86,80,88,78
360133,86,84,89,89,78,72,85,79,84,79
360134,87,87,91,91,79,72,88,81,83,83
360137,87,87,90,90,80,75,88,81,83,77
360143,86,85,91,93,83,73,85,80,84,76
360144,86,84,90,89,80,73,84,79,88,78
360145,87,85,91,89,85,74,86,80,89,79
360147,86,85,92,91,86,77,90,81,88,78
360148,89,85,93,91,87,73,83,78,87,83
360150,91,91,93,93,86,78,88,83,87,88
360152,89,86,92,92,83,76,86,81,87,83
360155,89,88,92,89,83,73,88,80,81,84
360156,87,84,93,91,88,74,88,79,89,82
360159,82,79,89,88,78,72,81,78,77,72
360161,86,86,90,90,80,74,88,81,76,74
360163,92,94,93,93,83,76,88,84,84,83
360170,89,87,92,92,88,77,86,80,89,83
360172,84,80,88,90,77,72,86,79,84,79
360174,88,87,92,91,86,76,87,82,88,83
360175,86,80,93,90,83,74,86,78,83,83
360179,86,85,89,89,76,71,85,80,78,78
360180,90,92,91,92,82,75,89,83,89,77
360185,87,84,90,87,82,72,88,79,91,80
360189,90,88,94,92,86,78,86,81,93,83
360197,91,88,95,95,89,83,92,84,93,86
360203,86,83,91,91,83,76,86,81,87,79
360210,88,87,94,91,83,79,84,81,93,85
360211,81,79,89,89,78,72,83,76,81,76
360218,88,84,92,89,84,74,86,80,86,79
360230,86,87,90,89,81,71,85,80,87,74
360234,87,86,91,89,81,75,85,80,86,83
360236,87,85,92,91,83,75,89,81,84,81
360239,90,90,92,91,85,80,90,83,87,84
360259,90,88,93,89,84,78,89,80,87,81
360263,94,96,96,95,96,87,96,87,93,95
360266,94,95,95,95,88,83,90,86,89,92
360270,92,89,96,94,93,79,86,84,93,88
360276,87,86,92,90,82,74,84,79,85,79
360348,90,92,91,93,83,75,87,82,87,84
360351,95,96,96,94,93,85,92,87,87,90
360352,96,97,97,96,94,88,93,87,93,91
360354,88,88,90,90,79,72,85,80,82,85
360359,86,86,88,90,76,68,83,78,81,80
360360,91,92,92,91,82,78,89,83,89,85
360364,91,92,93,91,82,76,88,83,90,86
360365,90,89,92,90,87,76,89,83,89,82
360368,94,95,95,94,89,81,91,83,91,89
361303,91,93,95,91,87,78,91,87,90,79
361306,93,93,97,95,92,82,88,84,87,89
361307,92,92,94,90,91,81,91,84,95,85
361308,91,89,95,94,96,82,87,82,97,87
361314,90,87,93,90,89,79,92,79,83,78
361318,90,89,93,90,88,80,91,86,90,83
361319,94,93,95,95,93,85,95,86,93,82
361323,88,87,92,91,87,76,87,79,91,79
361325,90,89,94,90,87,80,90,81,88,84
361328,92,91,96,94,95,82,92,85,89,88
361329,92,92,97,97,92,84,90,86,94,85
361330,89,88,93,94,92,79,84,80,88,82
361332,90,88,93,91,88,77,88,80,94,85
361333,90,89,92,94,86,73,91,83,94,78
370001,88,88,92,91,83,75,83,81,84,83
370002,84,79,93,91,87,81,84,78,74,84
370004,92,89,95,95,93,82,84,82,92,87
370006,85,79,90,89,85,72,83,78,88,85
370008,87,86,90,90,84,71,82,80,81,85
370013,88,89,90,92,79,74,88,83,82,80
370014,83,79,88,87,82,76,78,76,77,82
370016,90,90,92,91,88,78,88,83,89,84
370018,88,86,90,90,86,77,83,80,93,88
370019,89,86,92,94,89,77,89,81,85,88
370020,87,86,91,90,86,77,87,80,80,80
370022,88,85,93,92,87,76,87,79,87,86
370023,91,89,94,93,89,80,90,83,89,84
370025,88,85,90,90,87,76,86,80,88,84
370026,90,90,92,92,87,75,86,82,89,84
370028,89,89,90,92,79,73,85,81,88,84
370034,85,81,91,91,85,78,85,79,87,84
370037,87,87,90,90,83,74,84,80,85,83
370039,87,86,91,92,89,75,81,79,84,87
370047,87,85,91,90,87,75,82,79,80,84
370049,90,91,92,94,86,79,88,83,84,85
370054,87,84,91,88,90,74,87,80,86,88
370056,86,84,91,90,84,75,88,80,79,82
370078,86,84,88,89,80,69,83,78,81,82
370089,87,86,92,90,86,76,86,79,81,80
370091,91,93,92,91,84,77,89,82,88,86
370093,84,83,88,90,77,72,80,79,80,80
370094,82,80,88,86,77,68,81,76,77,84
370097,86,85,88,88,83,73,84,78,87,85
370106,83,80,86,88,73,66,83,77,85,83
370113,88,85,91,93,85,79,84,81,87,87
370114,84,84,88,89,78,71,80,79,84,79
37012F,92,92,94,95,90,85,90,86,91,87
370149,89,88,92,92,84,79,85,81,90,87
37014F,87,85,88,89,86,74,86,81,85,82
370171,90,90,92,92,87,80,87,80,81,83
370172,93,93,94,93,90,79,83,85,94,92
370173,92,92,96,94,91,86,94,85,94,88
370180,93,93,93,93,91,82,90,85,88,90
370199,90,90,92,92,82,80,88,85,89,84
370201,89,89,95,93,91,80,89,84,88,93
370202,88,87,90,90,84,74,82,79,80,80
370203,89,88,90,94,86,77,88,82,86,86
370206,93,94,93,94,91,82,89,85,89,92
370210,93,94,94,94,89,81,85,84,91,93
370211,89,89,92,90,85,75,87,81,87,90
370215,96,97,95,94,94,85,90,87,94,91
370216,96,97,96,96,94,89,91,89,94,95
370218,93,93,93,92,87,80,90,84,91,87
370222,94,95,94,95,90,85,92,86,92,93
370227,92,92,94,91,91,77,89,83,84,87
370228,93,93,93,93,89,81,88,85,93,92
370234,96,97,96,94,93,85,92,88,94,91
370235,90,90,92,91,87,75,88,82,88,86
370236,90,91,91,91,83,75,84,81,86,88
370237,91,91,95,95,91,81,89,83,94,90
380001,85,85,93,92,89,80,88,81,85,81
380002,89,88,92,91,85,77,87,81,89,79
380004,91,92,92,92,84,77,87,83,87,82
380005,90,91,93,92,84,77,86,82,90,80
380007,88,89,91,91,86,76,87,81,88,81
380009,88,90,92,91,83,76,87,81,78,79
380014,86,87,91,90,87,78,89,81,82,71
380017,89,90,91,91,82,77,86,81,92,83
380018,88,89,91,90,80,77,87,81,87,78
380020,89,90,92,90,85,79,88,80,84,82
380021,85,84,89,90,81,73,87,78,80,80
380022,90,90,93,94,90,81,93,85,92,85
380025,87,86,89,90,84,76,84,80,83,78
380027,85,81,91,90,84,75,85,78,84,81
380029,90,91,92,92,87,80,88,80,92,84
380037,91,92,92,94,81,76,90,84,87,81
380038,90,89,92,93,84,76,90,83,81,80
38003F,90,91,92,93,87,85,91,85,88,81
380047,89,89,92,91,86,77,88,81,88,83
380050,88,86,91,91,87,79,87,81,88,80
380051,89,88,91,91,81,76,86,81,86,83
380052,91,90,94,95,85,77,88,78,91,83
380056,93,96,95,95,88,83,91,85,89,84
380060,89,89,91,91,80,75,87,80,87,77
380061,91,92,93,93,83,79,89,83,85,82
380071,85,83,91,92,86,77,82,79,85,83
380075,88,89,92,91,82,76,89,81,86,79
380082,87,87,91,92,82,77,88,82,86,77
380089,88,89,92,92,87,78,86,82,84,81
380090,87,86,91,89,84,75,87,78,87,82
380091,88,87,91,91,81,76,88,81,82,77
380102,88,89,91,89,80,76,87,80,87,84
380103,90,90,92,92,84,79,88,82,85,84
