Facility_ID,Overall Rating,Recommendation Score,Nurse Communication,Doctor Communication,Staff Responsiveness,Medicine Communication,Discharge Information,Care Transition,Cleanliness,Quietness
170103,89,89,91,91,85,75,92,81,89,86
170104,89,89,91,91,83,75,87,81,89,86
170105,89,88,92,93,88,80,90,84,86,87
170109,92,91,94,91,91,81,88,80,92,90
170120,89,89,93,94,91,78,86,84,90,86
170122,85,85,88,90,80,72,86,79,84,81
170123,84,82,89,88,79,72,83,79,79,81
170137,88,87,90,92,82,77,89,82,91,85
170142,88,87,92,93,87,79,88,83,92,87
170146,87,87,90,91,86,76,84,80,86,84
170176,85,84,89,89,81,72,86,78,85,84
170182,87,87,90,90,81,71,84,80,81,86
170183,94,95,95,95,92,80,92,89,91,95
170185,91,92,92,92,87,76,89,82,90,87
170186,95,96,96,95,93,82,87,84,92,86
170187,96,97,97,97,96,89,93,88,93,87
170188,96,97,97,95,95,88,94,90,94,96
170190,94,96,96,95,94,81,91,87,93,94
170191,87,85,93,93,87,78,88,83,91,83
170196,92,93,93,91,88,82,91,84,90,92
170197,89,89,90,92,80,73,81,81,89,87
170198,92,93,93,94,91,72,91,85,90,94
170200,91,91,91,93,84,73,84,81,90,85
170203,95,97,95,95,94,82,90,88,91,92
170204,94,95,95,96,91,80,85,83,93,91
171341,88,88,95,93,89,80,86,84,87,82
171361,95,95,94,95,92,85,83,83,95,88
171362,91,92,94,94,86,79,87,82,90,84
171363,91,87,93,95,92,85,90,86,88,85
171371,94,96,92,96,93,76,84,86,92,89
171375,94,95,96,95,92,80,84,84,94,90
171377,95,96,96,97,92,83,78,87,94,89
171380,92,92,94,95,88,80,89,84,93,84
171382,90,89,94,92,87,83,88,83,87,88
171383,91,89,92,91,89,76,84,81,90,83
171384,90,87,93,94,86,79,93,82,91,86
180001,89,85,93,91,87,78,86,81,85,82
180002,88,88,92,93,89,80,88,81,81,82
180004,93,91,94,93,86,80,89,84,93,87
180005,87,84,90,91,84,77,86,80,87,81
180009,89,86,91,91,85,74,87,81,86,85
180010,83,81,87,90,74,72,84,78,80,81
180011,89,88,92,92,87,79,87,82,89,88
180012,87,85,91,90,81,76,85,81,85,80
180013,87,87,90,90,81,72,84,79,84,82
180016,88,86,90,89,89,78,90,80,85,85
180017,86,83,93,90,87,76,89,81,85,87
180018,88,86,92,93,84,80,87,82,87,82
180019,85,80,91,92,84,73,90,80,82,85
180020,86,85,91,89,90,78,86,77,91,86
180024,91,90,95,95,88,82,89,84,91,88
180025,88,86,92,93,85,80,87,80,79,83
180027,89,89,92,93,85,78,87,82,87,85
180029,87,85,92,94,86,80,87,82,85,85
180035,90,90,93,92,85,77,90,83,88,85
180038,87,85,91,91,81,75,88,80,77,86
18003F,89,88,93,91,90,84,89,83,87,88
180040,85,83,87,87,77,70,84,78,80,82
180044,86,84,90,91,80,76,79,78,80,78
180045,87,86,91,90,83,75,87,80,87,86
180048,89,87,92,91,87,78,83,80,84,84
180049,92,91,95,95,90,82,90,86,90,85
180050,86,81,91,90,83,81,82,79,86,86
180051,83,79,90,90,84,76,85,79,83,82
180056,87,84,90,91,80,74,84,79,84,84
180064,90,86,94,91,84,81,91,84,94,89
180067,90,90,92,92,84,78,88,83,86,84
180069,88,83,90,92,84,78,84,82,95,84
18006F,90,89,92,91,82,75,89,82,83,78
180070,88,85,93,91,86,73,89,81,90,85
180078,88,86,91,93,86,77,87,81,90,90
180079,92,91,93,93,86,81,88,83,95,88
18007F,91,92,93,93,86,81,89,86,87,82
180080,88,88,92,93,83,77,87,81,86,80
180087,89,87,94,93,85,79,90,82,91,86
180088,87,87,90,90,81,73,86,81,82,82
180092,90,88,92,92,83,77,87,81,88,84
180093,87,83,91,90,82,73,84,80,91,84
180101,88,87,92,93,84,75,87,81,78,84
180102,85,86,90,89,78,73,84,79,79,80
180103,92,94,93,93,86,77,89,83,85,85
180104,90,90,92,92,84,75,87,82,85,86
180105,89,90,93,99,83,81,86,84,94,88
180115,92,92,96,93,89,84,90,86,93,90
180116,88,85,93,94,86,76,82,79,93,82
180124,84,82,88,87,76,70,82,78,89,82
180127,82,79,88,87,74,69,77,75,84,77
180128,93,92,96,96,93,82,93,86,97,90
180130,89,90,91,91,80,75,87,82,83,82
180132,81,77,89,89,81,71,82,77,69,79
180138,91,91,93,92,87,77,86,82,90,89
180139,81,80,86,89,78,73,78,77,84,84
180141,84,82,87,87,78,71,85,77,84,74
180143,84,82,88,88,80,66,80,78,84,84
181315,92,94,94,92,89,79,88,83,89,82
181332,94,92,97,96,89,85,92,86,95,90
190002,89,88,92,91,84,77,89,84,86,86
190004,91,92,93,93,85,81,89,84,85,88
190005,90,89,91,93,82,78,85,80,83,90
190006,89,89,93,94,87,80,87,83,91,87
190007,87,84,92,91,86,77,87,83,83,85
190008,89,87,93,93,83,78,89,84,88,86
190011,86,87,90,92,82,76,83,80,87,85
190013,89,87,91,92,87,79,82,82,90,90
190014,84,83,91,95,84,74,84,83,82,83
190015,86,84,91,90,83,73,83,78,86,88
190017,88,85,93,92,85,82,88,83,86,87
190019,88,88,91,91,79,75,85,81,89,84
190020,88,88,92,92,82,79,86,82,90,89
190026,86,84,89,90,73,69,80,78,83,83
190027,87,87,90,91,81,75,86,81,85,82
190034,91,88,94,95,91,84,85,87,92,91
190036,88,89,91,92,80,76,88,83,86,85
190039,89,87,91,92,84,76,85,81,82,85
190040,84,84,90,90,83,71,85,79,78,83
190041,87,88,90,91,79,76,82,80,88,86
190044,88,86,92,94,79,74,88,82,93,90
190045,92,93,94,93,85,78,89,83,86,88
190046,91,91,92,92,85,79,88,81,86,87
190050,90,88,94,93,85,80,84,83,89,86
190053,86,82,93,93,86,78,88,83,84,87
190054,86,81,91,91,81,77,85,82,85,83
190060,89,89,92,93,83,75,85,82,86,86
190064,87,86,91,93,79,76,85,83,83,88
190065,88,88,90,93,80,74,85,81,82,86
190086,79,74,87,90,75,74,73,75,79,83
190098,85,86,88,91,78,74,82,79,79,82
190102,90,91,92,93,83,80,86,85,88,87
190111,90,89,91,91,83,78,83,80,85,86
190114,91,89,95,96,93,82,79,84,88,88
190125,90,90,92,93,82,78,84,82,85,85
190128,91,92,91,92,84,76,90,84,86,88
190140,90,89,94,96,90,92,83,82,91,91
190144,83,79,89,88,76,73,79,77,82,83
190160,85,83,91,91,84,74,79,79,82,86
190164,87,85,93,93,89,81,86,81,88,87
190167,90,88,93,96,89,84,87,83,86,90
190176,88,87,90,91,81,75,85,80,84,85
190183,90,90,94,93,86,78,87,85,89,81
190184,93,100,100,100,100,97,98,98,99,98
190201,90,90,92,95,84,77,86,83,87,89
190202,85,85,90,91,79,75,89,82,82,83
190251,93,92,95,96,89,85,91,87,89,97
190259,96,95,97,95,93,88,92,88,94,95
190266,95,95,96,92,92,87,90,87,93,95
190267,97,98,98,95,96,88,94,89,92,94
190270,95,95,95,96,92,88,91,89,93,96
190274,86,84,90,91,77,74,89,82,86,82
190278,94,95,94,94,91,82,90,86,82,94
190298,97,97,98,96,95,89,91,90,97,96
190303,96,96,97,94,92,88,93,86,91,95
190308,92,90,96,94,86,80,90,84,90,83
190312,90,90,96,94,91,88,87,84,90,89
190313,89,87,90,94,89,79,89,82,80,91
190317,86,86,90,91,80,76,85,82,87,82
190318,85,81,90,92,79,77,80,80,87,88
19047F,94,94,94,96,88,85,87,87,90,92
19048F,87,85,90,90,83,78,78,81,86,81
191324,91,92,95,94,89,83,93,87,91,89
200001,91,94,93,90,87,79,87,82,91,80
200008,92,93,93,92,84,80,91,84,83,88
200009,88,91,93,93,83,77,86,83,79,73
200018,86,84,91,90,83,79,88,79,89,79
200019,83,82,90,90,74,71,82,79,73,69
200020,92,92,95,94,86,85,89,85,90,86
200021,89,91,92,93,85,77,86,81,83,79
200024,85,86,91,91,77,75,88,80,83,73
200031,88,88,92,93,86,79,90,80,88,83
200033,85,85,90,91,81,75,87,80,83,73
200034,88,89,92,93,84,78,90,81,85,77
200039,90,91,93,92,86,79,88,82,90,83
20003F,94,95,96,96,92,87,91,88,94,86
200041,86,87,90,89,85,77,88,80,82,79
200050,82,79,88,89,82,74,88,78,83,74
200052,93,92,95,96,92,84,87,83,87,85
200063,90,88,93,94,88,79,89,82,81,81
201302,92,94,94,94,89,81,88,83,87,84
201304,92,91,94,95,91,80,90,85,87,84
201307,93,93,97,93,96,85,96,83,96,90
201308,90,88,95,95,89,79,86,83,90,76
201309,88,88,93,90,92,77,87,81,93,82
201310,87,88,91,91,84,78,86,80,90,83
201312,90,89,93,94,84,82,92,81,91,77
201313,86,84,92,88,84,80,79,79,85,81
201314,92,92,95,94,90,89,92,86,93,84
201315,92,94,95,95,92,82,92,86,92,84
210001,89,85,91,89,83,74,89,81,83,81
210002,88,89,91,92,81,77,88,82,84,80
210003,82,79,85,89,72,69,81,76,86,86
210004,86,83,86,88,74,71,82,75,82,83
210005,85,84,90,89,78,72,87,80,83,83
210008,90,92,91,91,82,76,89,81,83,87
210009,92,93,92,93,80,77,90,85,87,87
210011,86,84,89,90,80,72,85,78,81,81
210012,83,81,87,88,77,70,83,77,81,76
210015,84,82,87,88,76,72,85,77,83,79
210016,88,87,89,88,82,76,86,80,90,84
210017,92,90,94,94,90,79,90,83,94,84
210018,85,84,87,90,77,66,84,78,88,81
210019,86,86,90,89,82,72,85,80,83,75
210022,90,91,90,91,80,72,84,82,91,83
210023,86,86,90,89,81,72,85,79,85,82
210024,87,86,89,92,78,74,88,81,87,79
210027,86,81,91,89,82,77,89,79,90,83
210028,85,82,90,90,78,74,88,80,83,81
210029,86,85,89,90,78,74,88,81,83,75
210032,85,83,90,90,81,75,87,79,84,78
210033,84,82,89,87,78,70,87,79,80,73
210034,85,82,89,90,77,71,87,79,88,78
210035,82,79,87,86,78,70,85,79,86,81
210037,80,78,87,87,76,70,86,77,82,71
210038,86,81,88,88,77,71,81,78,81,82
210039,90,89,94,91,88,79,89,84,90,90
210040,83,81,88,88,77,70,82,76,78,83
210043,86,85,91,90,78,76,86,80,88,85
210044,87,87,91,91,81,70,82,79,81,81
210048,85,85,89,90,77,71,84,79,80,80
210049,83,81,88,88,74,69,83,77,78,76
210051,83,81,87,88,75,70,78,77,85,80
210056,84,82,88,89,74,70,84,79,84,77
210057,86,85,89,89,78,73,86,80,87,82
210060,82,79,87,89,76,71,82,78,83,81
210061,90,89,93,93,86,77,93,84,87,79
210062,76,70,82,86,69,64,75,73,80,69
210063,90,92,92,92,83,76,88,83,86,86
210065,85,84,86,86,77,66,81,75,80,80
21007F,92,92,93,95,88,83,90,86,87,86
21020F,88,84,90,93,82,80,87,82,84,81
220001,82,79,88,88,77,71,88,78,88,77
220002,89,90,92,92,84,77,87,82,85,82
220008,87,85,92,91,82,76,88,81,88,75
220010,84,83,90,89,76,74,85,79,82,71
220011,86,86,90,91,81,76,86,80,86,76
220012,86,87,91,91,79,75,86,80,87,73
220015,89,90,93,92,84,78,87,83,87,80
220016,88,87,92,91,87,80,91,80,89,74
220017,84,80,88,90,83,75,84,79,89,85
220019,84,83,89,87,80,71,87,79,88,73
220020,89,89,93,91,85,78,89,82,92,83
220024,88,88,91,89,83,75,87,80,91,82
220029,87,85,92,89,84,76,90,79,86,80
220030,87,87,92,91,81,77,85,80,85,74
220031,88,88,91,91,80,77,88,78,86,77
220033,85,84,90,89,77,73,85,79,86,71
220035,85,85,90,91,83,77,86,79,83,74
220036,83,81,88,89,75,71,86,79,83,73
220046,83,81,91,89,81,73,87,80,80,69
220049,85,84,91,90,82,75,89,78,92,74
220060,85,85,91,91,81,73,90,81,85,72
220063,86,85,91,90,84,75,88,81,86,77
220065,87,86,90,91,85,76,85,80,89,76
220066,87,87,91,91,83,75,88,80,81,77
220070,85,83,90,91,83,74,84,80,80,77
220071,92,94,93,92,82,80,89,84,87,74
220073,82,79,90,88,77,75,86,78,87,70
220074,87,87,91,90,82,77,89,79,86,78
220075,94,96,96,94,91,84,90,86,92,76
220077,83,84,88,87,75,71,84,78,82,72
220080,80,78,88,88,78,71,84,77,82,73
220083,86,86,91,92,78,75,86,81,86,75
220084,90,90,92,91,84,75,88,81,85,76
220086,90,91,92,91,80,78,88,83,86,77
220088,94,95,95,93,89,84,94,86,92,82
220090,90,91,93,91,83,80,88,82,87,81
220095,88,87,91,88,82,76,89,80,90,80
220098,84,83,90,91,86,78,88,78,81,79
220100,86,87,92,91,81,76,89,81,85,73
220101,88,90,91,91,80,78,87,82,81,70
220105,88,89,92,91,82,76,87,82,85,74
220108,87,87,91,92,79,75,88,82,85,74
22010F,92,91,94,93,87,84,90,86,87,77
220110,91,93,94,92,85,78,89,84,85,76
220111,77,73,85,85,68,67,82,74,85,69
220116,91,91,94,92,84,81,89,85,85,76
220119,89,90,93,93,85,77,87,82,80,79
220135,86,86,90,89,79,74,90,80,88,76
220163,86,87,91,90,80,74,88,81,85,72
220171,88,88,92,92,80,78,88,82,82,77
220175,74,71,84,87,69,70,80,74,75,69
220176,79,78,86,86,73,67,84,76,78,67
221300,92,91,94,94,91,82,89,82,86,88
221302,96,96,97,96,94,84,93,86,84,87
230002,89,86,92,89,84,74,84,81,77,81
230003,93,94,94,93,87,81,90,84,88,90
230005,89,86,93,92,87,78,88,81,91,85
230015,85,83,90,88,86,75,89,80,85,82
230017,89,90,92,91,85,76,89,82,83,81
230019,86,86,89,88,81,70,84,78,75,78
230020,81,78,87,86,76,68,77,75,74,74
230021,87,85,91,91,83,75,84,80,85,81
230022,84,80,91,90,81,75,89,78,86,82
230024,69,62,78,82,63,62,72,67,78,73
230029,85,85,89,87,75,70,84,79,76,78
230030,92,90,94,93,88,82,91,84,88,85
230031,87,87,90,84,82,71,83,78,79,78
230035,90,90,93,93,85,78,90,83,82,84
230036,93,91,95,94,92,83,91,84,93,90
230037,86,84,91,90,87,77,89,80,85,83
230038,89,90,92,92,83,76,89,82,82,81
230041,82,78,89,89,80,71,85,78,79,75
230046,91,93,93,91,84,76,89,83,82,75
230047,85,84,89,87,78,71,82,78,83,77
230053,87,87,92,91,82,75,86,80,85,80
230054,85,83,92,92,85,79,91,81,85,82
230055,86,86,92,92,82,76,90,81,86,81
230058,89,89,94,93,89,83,92,84,85,81
230059,91,92,93,93,84,77,88,83,87,84
230066,85,82,91,92,82,75,87,80,78,78
230069,90,89,95,94,88,80,91,82,89,82
230070,88,89,92,90,84,76,87,81,84,73
230072,91,91,92,92,85,79,93,82,90,87
230075,87,85,92,91,85,76,90,81,85,80
230077,87,85,91,90,84,75,89,80,85,77
230080,89,86,93,92,87,75,89,81,91,82
230081,89,87,93,93,87,82,90,81,82,84
230089,88,87,91,89,79,72,84,78,81,83
230092,84,82,89,88,82,71,84,78,82,78
230093,89,88,93,93,84,79,91,81,89,82
230095,91,93,93,92,93,81,91,84,92,85
230097,88,89,92,92,83,77,88,81,80,75
230099,85,81,93,89,84,76,85,79,82,79
230100,89,87,93,92,89,81,91,83,85,85
230104,76,72,84,85,68,67,75,73,75,75
230105,84,82,91,90,81,74,87,79,75,83
230108,92,93,96,95,92,85,94,85,93,84
230110,89,86,93,94,91,79,90,83,91,84
230117,85,85,88,90,75,72,87,80,76,80
23011F,93,93,94,94,88,83,90,86,92,83
230121,86,83,89,90,84,75,87,80,81,78
230130,85,85,91,90,76,72,85,80,72,72
230132,86,86,90,88,81,70,78,78,77,76
230133,88,88,92,90,88,79,91,80,90,73
230141,82,80,90,85,82,68,83,76,75,70
230142,80,75,88,87,76,69,80,76,79,74
230146,84,82,89,88,77,71,82,77,84,70
230151,84,83,90,90,80,73,83,78,77,74
230156,89,90,93,91,83,77,88,83,75,81
230165,85,84,90,89,78,71,84,78,74,76
230167,86,85,90,90,80,73,86,79,83,81
230174,89,85,92,93,86,79,89,81,77,88
230176,86,85,90,87,81,73,84,79,82,80
230180,91,89,95,91,92,77,89,83,87,85
230193,78,75,88,85,79,68,78,74,77,66
230195,81,77,87,86,77,68,84,76,81,75
230197,84,82,89,88,82,70,84,78,75,79
230207,80,76,87,86,79,69,82,74,84,74
230208,95,93,96,91,93,87,96,84,92,90
230216,85,82,91,90,82,74,88,79,84,82
230217,92,91,93,92,89,78,92,81,90,85
230222,91,93,94,92,88,80,89,83,86,82
230227,81,78,88,89,78,72,84,77,76,72
230230,86,86,91,88,82,77,87,81,84,78
230236,91,91,92,92,84,78,88,83,85,86
230239,90,86,94,93,92,84,91,83,85,84
230241,91,90,96,92,95,82,93,87,93,91
230244,83,78,87,87,78,67,79,76,86,79
230254,89,88,92,90,82,72,86,81,89,82
230259,92,94,94,92,86,83,90,85,87,83
230269,86,87,91,90,78,72,84,80,80,74
230270,80,76,87,84,74,65,79,73,76,73
230273,74,69,80,83,69,64,74,71,76,71
230277,84,82,89,89,81,70,84,77,79,78
230297,91,90,94,94,87,84,92,84,87,87
230302,87,88,90,90,80,73,84,80,80,85
230303,89,84,93,96,88,80,89,82,90,81
23037F,88,83,91,90,85,77,89,81,88,83
231305,94,94,96,95,97,85,93,85,96,92
231316,94,94,95,96,96,87,92,86,86,92
231320,94,94,97,96,93,86,93,88,90,87
231321,89,89,93,94,89,83,89,82,91,85
231322,92,92,95,94,93,82,88,82,90,86
231325,96,96,98,97,98,88,98,86,93,94
231326,93,94,95,93,93,83,89,84,88,82
231327,90,90,94,88,92,76,85,83,92,87
231331,91,89,95,90,92,84,88,82,89,90
231332,93,92,93,94,90,80,92,85,91,88
231333,89,88,94,90,93,75,92,85,95,87
231337,90,88,93,93,86,80,88,81,89,86
231338,91,90,94,91,88,80,92,84,92,89
231339,91,89,93,92,87,80,90,83,91,83
240001,87,85,89,90,79,75,86,79,83,80
240002,87,88,93,92,84,78,88,82,80,81
240004,85,84,88,90,77,73,85,80,81,75
240006,92,94,94,93,88,79,88,83,92,86
240010,94,95,94,93,88,81,90,85,89,88
240014,93,93,94,95,90,81,92,85,90,89
240018,90,90,93,92,92,80,87,82,90,84
240019,86,86,91,90,87,78,86,80,84,82
240020,88,87,92,94,88,81,89,84,77,84
240022,91,89,95,95,88,81,90,83,90,85
240030,88,89,91,92,82,76,89,81,83,82
240036,89,89,92,90,86,77,87,81,86,85
240038,87,87,90,92,82,74,87,82,85,78
24003F,91,91,92,94,85,84,89,85,91,78
240040,87,85,93,91,89,80,90,80,92,82
240043,88,85,92,92,84,75,87,81,85,88
240044,87,86,93,92,86,83,88,83,83,83
240047,89,90,92,92,82,79,89,82,81,79
240050,88,87,92,91,86,77,85,80,80,84
240052,92,91,95,95,87,83,91,84,87,90
240053,90,91,91,93,86,76,86,82,87,85
240056,92,94,94,94,88,80,90,84,83,88
240057,88,87,90,91,81,73,83,81,81,81
240064,89,88,93,94,88,82,88,82,87,83
240066,93,93,94,95,91,83,92,85,89,87
240069,87,86,94,92,89,78,91,81,91,88
240071,90,88,95,93,93,79,88,83,84,89
240075,89,88,93,93,86,79,90,82,83,84
240076,90,89,93,93,87,80,90,83,85,87
240078,88,88,90,90,81,74,84,81,82,85
240080,87,89,90,90,82,74,88,83,82,79
240084,88,87,92,90,85,75,83,81,83,86
240088,87,83,91,91,85,77,85,81,86,86
240093,90,90,93,91,89,78,88,83,86,84
240100,87,85,92,90,86,78,87,81,82,80
240101,88,87,92,91,85,79,87,81,87,86
240104,89,89,92,93,80,75,90,83,81,86
240106,89,90,91,91,82,72,88,82,85,80
240115,88,87,91,92,83,78,88,81,86,82
240141,90,89,93,91,87,80,85,84,88,82
240166,91,89,93,93,89,80,92,82,94,88
240187,91,88,94,93,91,82,88,83,88,93
240207,85,85,90,91,81,76,86,81,80,81
240210,86,86,90,89,82,73,86,81,84,74
240213,85,84,91,90,83,73,88,81,81,78
240214,91,93,91,92,85,79,88,82,86,89
241305,96,96,96,96,96,87,90,88,95,95
241320,92,94,93,94,91,80,89,82,92,90
241325,92,91,95,96,92,83,88,85,89,93
241329,89,89,90,93,86,77,91,82,88,85
241334,95,96,97,95,95,86,93,87,92,92
241350,90,89,92,94,88,81,91,81,89,91
241353,93,94,94,95,86,82,94,88,87,88
241354,92,93,94,93,91,80,88,83,94,88
241355,92,91,93,93,89,82,91,86,89,86
241359,87,85,92,92,86,81,88,82,87,87
241361,91,90,92,93,87,79,90,81,90,86
241362,89,88,93,93,87,81,86,82,89,88
241363,93,93,95,96,95,84,94,86,93,92
241364,92,92,93,93,92,85,86,84,92,90
241366,90,89,93,94,86,82,91,84,92,92
241367,92,91,93,94,90,84,91,84,93,91
241369,93,94,95,96,91,81,88,86,93,86
241370,90,89,95,94,94,84,91,83,93,91
241373,93,93,95,95,93,84,92,87,89,90
241376,96,97,96,96,94,85,89,90,96,92
241378,91,91,92,92,90,77,89,84,88,87
241380,90,87,94,95,93,82,88,83,89,91
241381,87,86,94,88,89,82,87,81,78,86
250001,89,89,91,93,81,76,83,81,84,86
250004,86,85,90,92,81,73,83,80,80,85
250006,92,92,94,94,88,83,90,85,90,89
250007,80,75,87,89,73,70,82,77,77,82
250009,88,88,92,93,86,75,89,84,78,86
250019,87,88,92,91,87,79,87,81,77,83
250025,93,93,94,97,87,87,88,86,88,91
250031,81,77,87,90,75,72,84,76,82,85
250034,91,92,92,92,85,77,88,84,79,89
250036,90,88,92,92,87,81,90,84,91,88
250038,90,89,94,93,84,81,85,82,90,93
250040,89,88,92,91,85,77,85,81,87,86
250044,94,93,97,99,90,89,91,88,92,93
250048,86,87,89,92,78,72,81,80,74,88
250050,87,85,91,92,85,76,86,80,87,85
250057,92,92,95,94,88,84,92,85,90,88
250058,88,87,91,92,83,76,87,80,82,86
250069,85,84,89,92,80,76,87,79,79,85
250072,74,69,85,89,73,64,73,73,73,81
250078,89,90,91,92,83,77,84,81,81,87
250082,86,82,88,92,81,74,81,78,84,87
250084,83,79,90,89,79,73,84,79,83,88
250093,86,83,92,95,86,76,78,80,84,87
250094,86,86,90,91,80,75,85,80,80,88
250096,85,83,88,88,85,70,79,78,89,86
250097,87,83,91,90,85,75,86,79,85,87
250100,89,90,92,93,85,79,89,82,87,90
250102,89,89,90,91,81,73,83,80,81,88
250104,89,89,91,92,83,79,88,80,79,87
250123,87,86,89,90,82,76,82,79,87,84
250136,91,92,93,94,87,78,87,81,86,86
250138,79,76,85,88,77,69,77,73,75,83
250141,85,84,88,89,76,72,82,78,77,83
250162,88,88,92,91,89,81,90,83,86,86
250167,90,91,92,91,83,75,83,79,85,88
250168,88,85,93,94,86,83,90,81,91,90
25039F,95,95,97,96,94,84,91,89,91,92
25042F,93,94,94,95,92,85,87,86,89,90
25043F,91,90,93,95,85,82,85,84,88,88
251304,98,96,98,99,94,90,92,90,99,94
260001,88,87,89,90,83,70,84,80,83,82
260005,88,86,92,90,81,73,88,80,82,79
260006,88,86,91,91,80,74,88,82,87,82
260009,88,85,91,93,84,76,90,81,90,80
260011,89,88,91,91,81,74,87,82,87,84
260017,90,89,92,91,85,77,88,82,88,84
260020,87,88,91,90,78,71,82,80,75,82
260022,84,81,89,89,83,70,83,77,80,80
260023,90,89,92,91,81,74,86,81,89,84
260024,91,86,96,93,91,77,89,83,97,87
260025,87,86,91,89,82,71,87,80,82,78
260027,83,80,86,87,74,69,85,78,81,77
26002F,90,85,94,90,94,84,94,83,96,93
260032,91,92,93,93,84,79,91,84,84,82
260040,87,88,89,89,81,72,87,80,81,77
260048,85,84,87,89,79,71,85,76,82,79
26004F,88,84,91,90,85,81,85,82,87,82
260050,91,90,95,95,86,79,88,84,90,86
260052,83,81,89,89,75,74,85,78,78,74
260057,87,84,91,92,87,74,90,81,88,84
260059,88,87,93,92,89,75,86,81,88,82
260062,90,90,93,92,85,79,88,83,90,85
260065,86,85,90,89,79,71,86,79,81,78
260068,89,91,91,91,82,73,86,81,85,84
260074,86,81,90,90,87,70,83,78,89,85
260077,81,80,86,88,73,67,81,78,71,77
260078,85,83,90,91,83,75,83,79,82,81
260081,89,90,93,91,82,71,83,81,77,86
260085,86,85,89,90,81,71,85,77,88,79
260091,85,82,90,88,78,72,80,77,76,80
260094,89,89,92,92,86,79,89,82,89,82
260095,83,80,89,86,79,68,86,78,86,83
260096,90,91,91,90,81,77,90,82,88,84
260097,88,86,92,92,85,78,85,82,90,86
26009F,87,84,92,93,86,80,87,83,88,78
260102,88,87,89,89,81,74,87,79,88,81
260104,82,78,86,87,73,64,80,77,78,77
260105,85,84,88,89,76,71,83,78,79,83
260108,91,92,93,92,87,77,89,84,83,81
260110,86,86,91,89,83,74,87,81,81,83
260113,84,80,89,92,83,75,86,79,87,84
260119,83,80,90,88,78,72,79,77,88,83
260137,88,87,90,89,80,73,89,79,82,82
260138,91,92,93,92,85,79,90,84,91,87
260141,89,90,91,89,82,76,86,81,84,86
260142,88,85,92,92,88,79,89,83,83,83
260162,94,98,95,94,90,80,92,86,88,96
260163,89,87,92,92,86,77,90,83,88,81
260175,89,87,92,93,84,80,90,82,86,84
260176,90,91,92,94,86,79,88,83,88,85
260177,89,88,92,90,83,76,89,80,87,82
260179,92,93,93,92,82,75,89,84,87,84
260180,89,86,91,92,85,79,89,82,85,90
260183,89,89,91,92,78,76,87,82,83,85
260186,89,87,92,92,86,75,86,80,84,82
260190,86,86,89,89,81,70,86,78,85,84
260191,89,89,92,92,83,75,90,83,71,83
260193,88,86,90,89,83,71,87,80,90,83
260195,89,88,91,93,85,74,89,80,92,81
260200,86,85,90,88,81,72,85,81,73,82
260214,83,80,88,87,80,73,81,77,81,80
260216,90,91,92,91,81,77,88,82,84,85
260219,90,90,92,90,84,74,88,83,78,83
26023F,93,92,94,92,86,83,88,85,91,87
261311,89,89,92,95,85,77,89,83,86,86
261316,94,93,94,96,92,82,89,83,90,88
261319,91,90,94,93,87,79,89,84,82,88
261320,91,88,95,92,90,84,88,84,92,81
261324,91,91,94,88,86,78,88,82,92,88
261325,95,93,95,95,92,80,87,84,93,89
261329,96,95,95,95,91,86,92,88,94,90
261330,91,89,94,92,88,79,93,84,96,86
261331,93,93,95,96,91,85,88,85,88,89
261337,92,91,96,92,92,78,88,85,93,87
261338,94,94,93,94,87,82,90,85,91,89
270003,86,82,92,92,87,79,86,79,82,85
270004,88,89,91,91,84,76,87,81,81,84
270012,87,85,89,89,81,74,85,79,85,82
270014,92,93,94,93,87,79,88,83,85,85
270017,90,90,93,92,89,83,88,82,92,83
270023,88,88,91,92,82,76,88,82,80,82
27003F,92,94,95,96,92,85,88,86,91,89
270049,90,92,93,91,87,78,89,83,83,83
270051,87,86,90,91,83,76,87,80,84,80
270057,89,89,92,92,86,75,89,81,80,84
270086,90,91,93,90,88,80,89,83,82,85
271317,88,89,89,91,87,72,86,80,83,86
271320,91,93,95,94,93,86,91,84,93,88
271335,92,93,93,94,86,84,86,84,89,81
271336,94,93,94,94,90,80,89,85,92,87
271340,91,90,95,94,92,83,90,84,94,87
271344,93,91,94,93,88,84,87,83,90,88
271345,90,89,96,96,93,85,90,82,89,89
271347,90,90,94,94,93,86,88,83,94,89
280003,91,92,92,93,83,77,91,83,85,82
280009,89,90,92,91,83,77,88,81,83,84
280013,87,88,90,91,78,75,87,82,84,83
280020,87,87,90,90,80,76,89,80,88,83
280023,89,88,92,91,86,79,88,82,88,87
280032,87,87,91,90,83,75,84,81,88,87
280040,92,93,93,93,88,80,90,85,84,85
280060,84,82,90,89,77,73,86,79,79,80
280061,80,76,86,87,80,68,82,76,81,76
280065,88,86,91,92,83,78,86,80,89,88
28006F,91,90,94,93,87,84,89,86,91,84
280077,88,87,92,91,86,75,87,82,87,89
280081,86,85,91,90,80,76,86,80,86,82
280105,90,89,95,94,90,83,93,86,95,90
280111,90,89,93,93,88,78,91,82,91,84
280125,90,89,93,91,86,81,90,82,89,87
280128,92,92,94,91,92,78,89,85,91,82
280129,95,97,96,95,93,89,92,89,90,93
280130,88,86,92,90,85,75,87,81,90,85
280131,96,97,96,95,95,89,94,89,93,97
280132,87,87,90,91,79,76,85,80,90,85
